internal_id,,,diameter_min,diameter_max,height,table_size,crown_angle,pavilion_angle,star_length,lower_half,girdle_thickness_number,girdle_min_number,girdle_max_number,culet_size,crown_height,pavilion_depth,total_depth,table_size_rounded,crown_angle_rounded,pavilion_angle_rounded,star_length_rounded,lower_half_rounded,girdle_thickness_rounded,girdle_min_grade,girdle_max_grade,culet_size_description,crown_height_rounded,pavilion_depth_rounded,total_depth_rounded,sarine_cut_pre_polish_symmetry,sarine_symmetry,roundness,roundness_grade,table_size_dev,table_size_dev_grade,crown_angle_dev,crown_angle_dev_grade,pavilion_angle_dev,pavilion_angle_dev_grade,star_length_dev,star_length_dev_grade,lower_half_dev,lower_half_dev_grade,girdle_thick_dev,girdle_thick_dev_grade,crown_height_dev,crown_height_dev_grade,pavilion_depth_dev,pavilion_depth_dev_grade,misalignment,misalignment_grade,table_edge_var,table_edge_var_grade,table_off_center,table_off_center_grade,culet_off_center,culet_off_center_grade,table_off_culet,table_off_culet_grade,star_angle,star_angle_grade,upper_half_angle,upper_half_angle_grade,lower_half_angle,lower_half_angle_grade,remarks
431,ROUND,0.091,2.87,2.89,1.773,56.4,34.93,40.59,50.7,74.7,3.65,1.77,2.68,0.49,15.29,42.67,61.61,56,35,40.6,50,75,3.5,MED,STK,None / Very Small,15.5,42.5,61.6,EX,VG,0.8,EX,0.6,EX,0.5,EX,0.4,EX,2.3,EX,2.9,EX,0.6,EX,0.7,EX,0.7,EX,1.6,VG,1.6,EX,0.6,EX,0.7,VG,1.3,VG,0.9,EX,1.7,EX,0.4,EX,
432,ROUND,0.088,2.82,2.85,1.747,58.3,34.84,40.73,55.3,74.6,4.19,2.04,3.24,0.49,14.56,42.83,61.58,58,35,40.8,55,75,4,MED,THK,None / Very Small,14.5,43,61.6,VG,VG,1,VG,1.1,EX,0.9,EX,0.7,EX,4.1,EX,0.8,EX,0.9,EX,0.7,EX,0.7,EX,1.5,EX,2.9,VG,0.2,EX,0.3,EX,0.1,EX,1.5,EX,2.1,EX,0.8,EX,
433n,Round,0.104,2.99,3.01,1.847,59,34.86,40.76,48.5,76.7,4.16,2.36,3.2,0.5,14.35,42.96,61.51,59,35,40.8,50,75,4,STK,THK,None / Very Small,14.5,43,61.5,VG,VG,0.7,EX,0.5,EX,1,EX,0.5,EX,5.9,EX,4.1,EX,0.6,EX,0.7,EX,0.7,EX,2,VG,3,VG,0.3,EX,0.3,EX,0.3,EX,2.9,EX,1.8,EX,0.6,EX,
434,Round,0.113,3.08,3.1,1.908,59.4,34.16,41.4,46,81.5,4.21,1.94,3.08,0.52,13.76,43.78,61.79,59,34,41.4,45,80,4,MED,THK,None / Very Small,14,44,61.8,VG,VG,0.8,EX,0.3,EX,0.5,EX,0.6,EX,2.6,EX,2.8,EX,0.5,EX,0.3,EX,0.6,EX,1.6,VG,2,EX,0.3,EX,0.7,VG,1,VG,2.2,EX,1.9,EX,0.6,EX,
435,Round,0.114,3.14,3.15,1.855,64.3,34.58,40.99,52.1,79.5,3.4,1.4,3.09,0.67,12.37,43.1,59,64,34.5,41,50,80,3.5,MED,THK,None / Very Small,12.5,43,59,VG,GD,0.5,EX,2,VG,0.7,EX,0.5,EX,7,EX,4.1,EX,1.1,EX,0.6,EX,0.3,EX,4.5,GD,2.9,VG,0.3,EX,0.4,EX,0.6,EX,3.2,EX,4.1,EX,0.6,EX,
822,ROUND,0.099,2.97,2.99,1.8,58.8,34.48,40.55,54.2,74.5,3.76,1.61,2.72,0.5,14.14,42.51,60.44,59,34.5,40.6,55,75,4,MED,STK,None / Very Small,14,42.5,60.4,EX,VG,0.5,EX,0.3,EX,1.8,VG,1.5,VG,8,EX,1.8,EX,0.6,EX,0.7,EX,1,EX,1.3,EX,2.3,EX,0.3,EX,1.1,VG,1.2,VG,0.8,EX,3.5,EX,1.6,EX,
823,ROUND,0.08,2.71,2.74,1.703,57.2,35.4,40.6,51.9,74.6,4.66,2.09,3.78,0.59,15.2,42.66,62.52,57,35.5,40.6,50,75,4.5,STK,THK,None / Very Small,15,42.5,62.5,VG,VG,1.1,VG,0.8,EX,0.4,EX,0.5,EX,5.5,EX,2.7,EX,1.1,EX,1.1,EX,1.5,VG,1.6,VG,2.4,EX,0.8,VG,0.5,EX,1.3,VG,1.4,EX,1.2,EX,0.4,EX,
824,ROUND,0.082,2.8,2.82,1.696,61.7,32.63,41.78,48.1,78.8,3.81,1.32,2.74,0.96,12.25,44.25,60.38,62,32.5,41.8,50,80,4,MED,STK,None / Very Small,12.5,44.5,60.4,VG,VG,0.5,EX,0.7,EX,1.1,EX,0.9,EX,4.6,EX,4.1,EX,1.8,VG,1.1,EX,0.7,EX,2.7,VG,2.5,EX,0.6,EX,1.1,VG,0.9,EX,1.1,EX,2,EX,1,EX,
825n,Round,0.088,2.81,2.84,1.737,59.8,35.1,40.73,48.7,75,4.49,2.55,4.18,0.46,14.08,42.85,61.46,60,35,40.8,50,75,4.5,STK,VTK,None / Very Small,14,43,61.5,GD,GD,1.3,VG,0.4,EX,0.7,EX,0.5,EX,5.6,EX,3.3,EX,0.9,EX,0.4,EX,0.4,EX,3.3,GD,2.9,VG,0.2,EX,0.4,EX,0.5,EX,1.2,EX,1.9,EX,0.6,EX,
826,ROUND,0.088,2.84,2.86,1.714,62.3,34.35,40.69,48,74.8,4.49,2.63,3.3,0.67,12.94,42.69,60.12,62,34.5,40.6,50,75,4.5,STK,THK,None / Very Small,13,42.5,60.1,VG,VG,0.7,EX,0.4,EX,0.7,EX,0.4,EX,4.5,EX,2.6,EX,0.5,EX,0.7,EX,0.4,EX,1.8,VG,2.6,EX,0.4,EX,0.2,EX,0.6,EX,1,EX,2.5,EX,0.5,EX,
828,ROUND,0.081,2.77,2.79,1.684,60.1,34.89,40.7,51.4,81.6,4.03,2.09,3.06,0.58,13.84,42.68,60.55,60,35,40.8,50,80,4,STK,THK,None / Very Small,14,42.5,60.6,VG,EX,0.8,EX,0.5,EX,0.3,EX,0.3,EX,3.7,EX,1.8,EX,0.6,EX,0.4,EX,0.7,EX,1.5,EX,1.5,EX,0.3,EX,0.6,EX,0.8,EX,1.3,EX,0.7,EX,0.2,EX,
829,ROUND,0.083,2.84,2.85,1.687,58.7,33.05,40.65,50.3,79,3.31,1.55,2.67,0.6,13.44,42.58,59.36,59,33,40.6,50,80,3.5,MED,STK,None / Very Small,13.5,42.5,59.4,VG,VG,0.3,EX,0.8,EX,0.2,EX,0.8,EX,8.3,EX,3.2,EX,0.8,EX,1.4,VG,0.7,EX,2.4,VG,3.4,VG,0.8,VG,0.4,EX,0.4,EX,1.8,EX,1.3,EX,0.9,EX,
830,ROUND,0.081,2.77,2.78,1.708,57.3,34.34,40.91,51.1,78.3,3.82,1.69,2.52,0.43,14.56,43.1,61.55,57,34.5,41,50,80,4,MED,STK,None / Very Small,14.5,43,61.5,EX,GD,0.3,EX,1.4,VG,2.2,VG,2.5,GD,3.2,EX,5.4,EX,0.6,EX,1.1,EX,0.7,EX,2.8,VG,3.3,VG,0.2,EX,1.8,GD,2,GD,2.2,EX,2.1,EX,2.5,VG,
831n,Round,0.086,2.82,2.83,1.717,60.6,33.98,40.94,48,78,4.24,2.05,3.36,0.57,13.26,43.1,60.71,61,34,41,50,80,4,STK,THK,None / Very Small,13.5,43,60.7,VG,VG,0.4,EX,0.6,EX,1.3,VG,0.4,EX,12.8,VG,5.1,EX,0.9,EX,0.7,EX,0.7,EX,2.2,VG,2.7,EX,0.7,VG,0.6,EX,1.2,VG,1.4,EX,3,EX,0.3,EX,
833n,Round,0.084,2.74,2.78,1.738,56.3,34.4,40.9,46.4,74.4,4.86,2.65,4.13,0.43,14.97,43.17,62.99,56,34.5,41,45,75,5,STK,THK,None / Very Small,15,43,63,VG,VG,1.4,VG,0.8,EX,1.2,EX,1.1,VG,4.8,EX,2.5,EX,1.4,VG,0.7,EX,0.7,EX,1.7,VG,3.7,VG,0.4,EX,1.2,VG,1.4,VG,2.4,EX,2.2,EX,1.2,EX,
845,ROUND,0.08,2.78,2.79,1.67,61.4,34.59,40.86,53.4,82.2,3.81,1.83,2.52,0.72,13.3,42.93,60.05,61,34.5,40.8,55,80,4,MED,STK,None / Very Small,13.5,43,60.1,EX,VG,0.4,EX,0.6,EX,1.5,VG,1.1,VG,3.5,EX,2.7,EX,0.4,EX,0.7,EX,1.1,EX,1.4,EX,2.4,EX,0.6,EX,0.6,EX,1.2,VG,2.2,EX,3.6,EX,1,EX,
846,ROUND,0.081,2.8,2.82,1.688,57.4,34.15,40.55,52.4,75,3.24,0.96,2.24,0.71,14.38,42.46,60.07,57,34,40.6,50,75,3,THN,STK,None / Very Small,14.5,42.5,60.1,EX,VG,0.8,EX,0.9,EX,0.9,EX,0.4,EX,4.1,EX,3.5,EX,1.2,EX,0.7,EX,1.4,VG,2.3,VG,2,EX,0.5,EX,0.5,EX,0.9,EX,1.2,EX,2,EX,0.5,EX,
847,ROUND,0.087,2.84,2.88,1.739,55.9,33.99,40.54,48.2,74.2,3.46,1.43,2.41,0.56,14.9,42.46,60.83,56,34,40.6,50,75,3.5,MED,STK,None / Very Small,15,42.5,60.8,EX,VG,1.2,VG,1.2,EX,0.5,EX,0.7,EX,5.2,EX,2.8,EX,0.7,EX,0.3,EX,0.7,EX,1.4,EX,3.1,VG,0.2,EX,0.7,VG,0.7,EX,0.9,EX,0.9,EX,0.7,EX,
848,ROUND,0.083,2.82,2.83,1.7,58.7,33.79,40.8,51.9,75.6,3.29,1.38,2.02,0.46,13.84,42.97,60.18,59,34,40.8,50,75,3.5,MED,MED,None / Very Small,14,43,60.2,EX,VG,0.4,EX,0.9,EX,0.5,EX,0.5,EX,3.6,EX,4.7,EX,0.8,EX,0.7,EX,0.4,EX,2.6,VG,1.8,EX,0.5,EX,0.6,EX,1,VG,1,EX,2.3,EX,0.6,EX,
849,ROUND,0.081,2.74,2.77,1.698,57.9,34.41,40.68,52.3,75.4,4.32,2.21,2.79,0.51,14.48,42.79,61.63,58,34.5,40.6,50,75,4.5,STK,STK,None / Very Small,14.5,43,61.6,EX,VG,0.8,EX,0.8,EX,1.4,VG,0.8,EX,7,EX,4.7,EX,0.7,EX,1.1,EX,2.2,VG,2.3,VG,2.8,VG,0.5,EX,0.3,EX,0.8,EX,2.1,EX,2.3,EX,0.8,EX,
850,ROUND,0.081,2.74,2.78,1.676,60.1,34.8,40.24,52.2,74.7,5.07,2.21,3.87,0.47,13.9,41.71,60.68,60,35,40.2,50,75,5,STK,THK,None / Very Small,14,41.5,60.7,VG,VG,1.3,VG,1.1,EX,0.6,EX,1.2,VG,3.8,EX,4.7,EX,1.1,EX,1.1,EX,0.7,EX,2.2,VG,2.1,EX,0.7,VG,0.7,VG,0.7,EX,2,EX,1.2,EX,1.3,EX,
851,ROUND,0.083,2.76,2.79,1.702,60.7,35.73,40.69,49.2,77,4.32,2.16,3.38,0.54,14.22,42.74,61.29,61,35.5,40.6,50,75,4.5,STK,THK,None / Very Small,14,42.5,61.3,VG,VG,1,VG,0.8,EX,0.8,EX,0.3,EX,5.2,EX,1.9,EX,1.8,VG,1.4,VG,1.4,VG,1.3,EX,1.6,EX,0.7,VG,0.4,EX,1,VG,1,EX,2.3,EX,0.4,EX,
852,ROUND,0.088,2.81,2.84,1.749,59.3,36.46,40.74,53.7,75.3,4.14,1.66,3.22,0.57,14.96,42.73,61.87,59,36.5,40.8,55,75,4,MED,THK,None / Very Small,15,42.5,61.9,VG,VG,1.2,VG,0.7,EX,0.8,EX,0.4,EX,2.5,EX,3.3,EX,1.4,VG,1.4,VG,0.7,EX,1.5,EX,2.5,EX,0.7,VG,0,EX,0.7,EX,2.2,EX,3,EX,0.5,EX,
853,ROUND,0.117,3.13,3.15,1.899,59.6,34.21,40.68,52.5,79.5,4.11,2.52,3.82,0.67,13.69,42.64,60.48,60,34,40.6,55,80,4,STK,THK,None / Very Small,13.5,42.5,60.5,VG,VG,0.6,EX,1.4,VG,1.1,EX,0.6,EX,5.1,EX,1.9,EX,0.8,EX,1,EX,0.6,EX,1.8,VG,3.5,VG,0.3,EX,0.3,EX,0.2,EX,2.2,EX,3,EX,0.7,EX,
854,ROUND,0.108,3.07,3.09,1.823,63,34.08,40.71,49,75.8,3.86,1.98,2.73,0.45,12.54,42.81,59.21,63,34,40.8,50,75,4,MED,STK,None / Very Small,12.5,43,59.2,VG,VG,0.4,EX,0.7,EX,0.5,EX,1.2,VG,3.8,EX,1.1,EX,0.6,EX,0.3,EX,0.3,EX,1.4,EX,2.4,EX,0.2,EX,1.1,VG,1,VG,0.8,EX,2.4,EX,1.3,EX,
855,ROUND,0.119,3.13,3.15,1.952,56,34.83,40.84,52,75.9,3.79,1.94,2.58,0.57,15.35,42.95,62.15,56,35,40.8,50,75,4,MED,STK,None / Very Small,15.5,43,62.1,EX,EX,0.4,EX,0.6,EX,0.4,EX,0.5,EX,2.3,EX,4.1,EX,0.8,EX,0.6,EX,1,EX,0.9,EX,1.8,EX,0.2,EX,0.1,EX,0.3,EX,0.8,EX,0.9,EX,0.5,EX,
857,ROUND,0.116,3.12,3.15,1.918,57,34.91,40.66,48.7,77,3.54,1.37,2.27,0.45,14.97,42.69,61.24,57,35,40.6,50,75,3.5,MED,STK,None / Very Small,15,42.5,61.2,EX,VG,0.9,EX,0.6,EX,0.3,EX,0.3,EX,3,EX,3.1,EX,1,EX,1,EX,1.3,VG,1.8,VG,1.3,EX,0.4,EX,0.5,EX,0.9,EX,0.6,EX,1.7,EX,0.4,EX,
858,ROUND,0.119,3.14,3.16,1.954,55.3,34.54,40.8,51.2,76,3.59,1.65,2.32,0.48,15.42,43,62.01,55,34.5,40.8,50,75,3.5,MED,STK,None / Very Small,15.5,43,62,EX,VG,0.6,EX,0.5,EX,0.3,EX,0.3,EX,6.2,EX,2.7,EX,0.6,EX,1.3,VG,1,EX,2.8,VG,1.8,EX,1,VG,0.7,VG,1.6,VG,0.8,EX,1.8,EX,0.3,EX,
859,ROUND,0.116,3.13,3.16,1.896,57.9,33.33,40.65,47,76.9,3.85,2.51,3.21,0.73,13.8,42.54,60.29,58,33.5,40.6,45,75,4,STK,THK,None / Very Small,14,42.5,60.3,VG,VG,0.9,EX,0.7,EX,1,EX,0.8,EX,3.2,EX,4,EX,0.7,EX,1,EX,0.6,EX,2.9,VG,1.8,EX,0.1,EX,0.6,EX,0.6,EX,0.9,EX,2.3,EX,0.8,EX,
860,ROUND,0.115,3.09,3.13,1.932,55.5,34.96,40.65,51,76.4,3.76,1.64,2.77,0.42,15.59,42.77,62.12,56,35,40.6,50,75,4,MED,STK,None / Very Small,15.5,43,62.1,EX,VG,1.3,VG,0.5,EX,0.2,EX,0.4,EX,4.1,EX,5.6,EX,0.7,EX,0.3,EX,0.6,EX,1.2,EX,2.3,EX,0.2,EX,0.2,EX,0.1,EX,1,EX,1,EX,0.5,EX,
861,ROUND,0.116,3.11,3.13,1.906,61,36.05,40.79,48.4,80.8,4.04,2.08,3.62,0.61,14.2,42.82,61.09,61,36,40.8,50,80,4,STK,THK,None / Very Small,14,43,61.1,VG,VG,0.5,EX,0.6,EX,0.4,EX,0.6,EX,5.3,EX,3,EX,0.9,EX,0.6,EX,1,EX,1.1,EX,3,VG,0.4,EX,1.1,VG,1.4,VG,1.2,EX,2.9,EX,0.7,EX,
862,ROUND,0.115,3.12,3.12,1.907,61.1,34.66,41.2,53.4,81.3,4.04,2.05,2.66,0.42,13.47,43.63,61.18,61,34.5,41.2,55,80,4,STK,STK,None / Very Small,13.5,43.5,61.2,EX,VG,0.1,EX,1,EX,0.3,EX,0.2,EX,3.1,EX,2.5,EX,0.6,EX,0.6,EX,1,EX,2.2,VG,1.5,EX,0.4,EX,0.3,EX,0.7,EX,0.8,EX,2,EX,0.3,EX,
863,ROUND,0.116,3.1,3.12,1.913,59.1,35.01,40.88,52.2,76.1,4.02,1.93,2.99,0.61,14.38,43.05,61.55,59,35,40.8,50,75,4,MED,THK,None / Very Small,14.5,43,61.6,VG,VG,0.6,EX,0.9,EX,1.5,VG,1.6,VG,1.9,EX,6.7,VG,1.1,EX,1,EX,0.6,EX,2,VG,1.8,EX,0.8,VG,1.2,VG,1.6,VG,2.8,EX,1.5,EX,1.5,EX,
864,ROUND,0.116,3.09,3.11,1.916,57.5,33.99,40.86,47.5,76.9,4.49,2.78,3.74,0.68,14.33,42.98,61.83,58,34,40.8,50,75,4.5,STK,THK,None / Very Small,14.5,43,61.8,VG,VG,0.8,EX,0.5,EX,2.3,VG,0.3,EX,5.9,EX,3.2,EX,0.7,EX,1,EX,1,EX,2.8,VG,3.6,VG,0.4,EX,0.5,EX,0.6,EX,2.7,EX,3,EX,0.2,EX,
865,ROUND,0.114,3.09,3.11,1.89,59.2,34.88,40.71,49.3,76.5,3.97,2.19,3.38,0.81,14.25,42.65,60.93,59,35,40.8,50,75,4,STK,THK,None / Very Small,14.5,42.5,60.9,VG,VG,0.8,EX,0.7,EX,2,VG,1.8,VG,7.3,EX,3.8,EX,1,EX,1.3,VG,1.6,VG,2.7,VG,3.8,VG,0.5,EX,1,VG,1.1,VG,1.6,EX,2,EX,1.9,VG,
866,ROUND,0.119,3.12,3.15,1.953,55.9,35.24,40.73,51.2,76.2,3.99,1.88,2.84,0.54,15.55,42.78,62.36,56,35,40.8,50,75,4,MED,STK,None / Very Small,15.5,43,62.4,EX,VG,1.1,VG,0.9,EX,0.8,EX,0.3,EX,3.8,EX,1.7,EX,0.9,EX,0.6,EX,0.6,EX,1.8,VG,2,EX,0.5,EX,0.4,EX,0.9,EX,1.4,EX,1.9,EX,0.4,EX,
867,ROUND,0.115,3.07,3.1,1.936,57.6,35.05,41.2,51.5,77.5,4.35,2.17,3.24,0.68,14.92,43.51,62.78,58,35,41.2,50,80,4.5,STK,THK,None / Very Small,15,43.5,62.8,VG,VG,0.9,EX,0.2,EX,1.1,EX,0.3,EX,4.1,EX,2.9,EX,0.8,EX,1,EX,0.3,EX,1.6,VG,2.6,EX,0.4,EX,0.4,EX,0.8,EX,1.8,EX,1.9,EX,0.4,EX,
868,ROUND,0.111,3.06,3.08,1.885,58.4,35.31,40.56,51.4,75.2,4.1,2.08,3.13,0.52,14.76,42.57,61.4,58,35.5,40.6,50,75,4,STK,THK,None / Very Small,15,42.5,61.4,VG,GD,0.5,EX,0.5,EX,0.5,EX,0.1,EX,1.5,EX,2.2,EX,0.9,EX,0.7,EX,0.3,EX,3.4,GD,2.8,VG,0.4,EX,0.1,EX,0.6,EX,1.2,EX,1.3,EX,0.4,EX,
869,ROUND,0.118,3.1,3.13,1.934,57.1,34.15,40.7,47.2,79.2,4.88,3.08,3.85,0.64,14.55,42.69,62.13,57,34,40.8,45,80,5,THK,THK,None / Very Small,14.5,42.5,62.1,VG,VG,0.9,EX,0.5,EX,1.5,VG,1.5,VG,3.8,EX,2.7,EX,0.5,EX,1,EX,1.6,VG,1.1,EX,2.7,EX,0.3,EX,0.6,EX,0.4,EX,2.4,EX,1.2,EX,1.6,EX,
870,ROUND,0.114,3.09,3.11,1.903,58.3,34.46,40.83,52.7,76.6,4.19,2.16,3.06,0.71,14.24,42.86,61.33,58,34.5,40.8,55,75,4,STK,THK,None / Very Small,14,43,61.3,VG,VG,0.7,EX,0.4,EX,0.7,EX,0.9,EX,3.5,EX,1.7,EX,0.9,EX,1.3,VG,1,EX,1.9,VG,2.6,EX,0.7,VG,0.5,EX,0.7,EX,1.6,EX,2.4,EX,1,EX,
871,ROUND,0.101,3,3.01,1.819,59.4,35.51,40.55,48.6,80.2,3.3,1.07,2.16,0.5,14.71,42.58,60.55,59,35.5,40.6,50,80,3.5,THN,STK,None / Very Small,14.5,42.5,60.6,EX,VG,0.5,EX,0.9,EX,0.7,EX,0.5,EX,3.7,EX,2.8,EX,1.7,VG,2,VG,0.3,EX,2.5,VG,2.3,EX,0.5,EX,0.5,EX,0.7,EX,1.1,EX,2.4,EX,0.6,EX,
872,ROUND,0.1,2.99,3,1.81,58.6,34.73,40.65,47,81.2,3.58,1.77,2.14,0.53,14.3,42.61,60.49,59,34.5,40.6,45,80,3.5,MED,STK,None / Very Small,14.5,42.5,60.5,EX,VG,0.4,EX,0.4,EX,0.7,EX,0.5,EX,8,EX,3.3,EX,0.8,EX,0.3,EX,0.7,EX,1.8,VG,2.1,EX,0.1,EX,0.2,EX,0.1,EX,2.3,EX,1.6,EX,0.6,EX,
873,ROUND,0.099,2.99,3.01,1.799,61.2,34.53,41.01,49.7,81.5,3.2,1.37,2.23,0.47,13.32,43.37,59.93,61,34.5,41,50,80,3,MED,STK,None / Very Small,13.5,43.5,59.9,EX,VG,0.5,EX,1.5,VG,1.1,EX,0.9,EX,5.1,EX,3.2,EX,0.8,EX,0.7,EX,0.7,EX,1.9,VG,2.9,VG,0.4,EX,0.7,VG,0.9,EX,2.9,EX,4.3,EX,0.9,EX,
874,ROUND,0.104,3.01,3.03,1.841,59.5,34.56,41.09,51.3,80.2,3.88,1.86,2.65,0.73,13.88,43.24,61,60,34.5,41,50,80,4,MED,STK,None / Very Small,14,43,61,EX,VG,0.7,EX,0.6,EX,1.2,EX,1.2,VG,5.7,EX,2.1,EX,1.3,VG,1,EX,0.3,EX,1.6,VG,3.6,VG,0.3,EX,0.9,VG,1,VG,1.8,EX,2.1,EX,1.3,EX,
875,ROUND,0.102,3,3.02,1.825,59.4,34.91,40.8,46.9,81.1,3.66,1.46,2.36,0.53,14.13,42.89,60.67,59,35,40.8,45,80,3.5,MED,STK,None / Very Small,14,43,60.7,EX,VG,0.5,EX,1.1,EX,1.2,EX,1,VG,6.2,EX,3.1,EX,0.7,EX,0.7,EX,0.3,EX,1.8,VG,2.7,EX,0.5,EX,0.9,VG,0.9,EX,1.6,EX,1.6,EX,1.2,EX,
876n,Round,0.104,3.01,3.03,1.832,60.5,34.73,40.78,48.7,81,4.08,2.32,3.02,0.5,13.72,42.91,60.7,61,34.5,40.8,50,80,4,STK,THK,None / Very Small,13.5,43,60.7,VG,VG,0.8,EX,0.4,EX,0.4,EX,0.7,EX,1.9,EX,2.6,EX,0.6,EX,0.3,EX,0.3,EX,2.1,VG,2.4,EX,0.1,EX,0.5,EX,0.6,EX,1.5,EX,2,EX,0.8,EX,
877,ROUND,0.105,3,3.01,1.856,59.5,34.75,41.04,52.7,84.1,4.49,2.86,3.73,0.57,14.01,43.23,61.76,60,35,41,55,85,4.5,STK,THK,None / Very Small,14,43,61.8,VG,VG,0.4,EX,0.5,EX,1.2,EX,1.3,VG,4.5,EX,3.1,EX,0.4,EX,0.7,EX,0.7,EX,2.1,VG,3.2,VG,0.4,EX,0.7,VG,0.5,EX,1.8,EX,0.7,EX,1.3,EX,
878,ROUND,0.103,3,3.02,1.833,60.3,34.88,41.05,47.9,81.4,3.72,1.53,2.43,0.47,13.85,43.32,60.9,60,35,41,50,80,3.5,MED,STK,None / Very Small,14,43.5,60.9,EX,VG,0.8,EX,1.5,VG,1.3,VG,0.7,EX,2.6,EX,3,EX,1.1,EX,1,EX,1.3,VG,1.8,VG,2.2,EX,0.3,EX,0.3,EX,0.4,EX,1.8,EX,3.7,EX,0.9,EX,
879,ROUND,0.103,3.02,3.03,1.814,61.1,34.65,40.66,50.7,80.8,3.74,1.42,2.74,0.5,13.46,42.72,59.99,61,34.5,40.6,50,80,3.5,MED,STK,None / Very Small,13.5,42.5,60,VG,VG,0.2,EX,1.1,EX,0.1,EX,0.5,EX,6.9,EX,2.4,EX,0.9,EX,1.3,VG,1.7,VG,1.8,VG,2.3,EX,0.7,VG,0.7,VG,1.4,VG,2.1,EX,2.3,EX,0.5,EX,
881,ROUND,0.1,2.97,2.99,1.809,60.5,34.51,40.99,50.6,83.4,3.86,2.38,2.85,0.44,13.53,43.24,60.73,61,34.5,41,50,85,4,STK,STK,None / Very Small,13.5,43,60.7,EX,VG,0.6,EX,0.7,EX,0.5,EX,0.3,EX,6.7,EX,2.9,EX,0.4,EX,0.7,EX,0.7,EX,2.1,VG,1.3,EX,0.3,EX,0.6,EX,0.9,EX,0.7,EX,1.5,EX,0.4,EX,
835,Round,0.123,3.18,3.23,1.963,55.9,33.86,40.9,46.8,76.3,3.31,1.25,1.87,0.5,14.79,43.1,61.27,56,34,41,45,75,3.5,MED,MED,None / Very Small,15,43,61.3,EX,VG,1.3,VG,1.6,VG,0.4,EX,0.2,EX,5.5,EX,1.9,EX,0.8,EX,0.6,EX,0.6,EX,1.2,EX,1.7,EX,0.3,EX,0.3,EX,0.5,EX,1.1,EX,1.7,EX,0.2,EX,
836,Round,0.126,3.22,3.25,1.977,56.6,32.78,41.1,44.8,76.1,3.74,1.54,2.78,0.46,13.96,43.36,61.06,57,33,41.2,45,75,3.5,MED,STK,None / Very Small,14,43.5,61.1,EX,EX,0.9,EX,0.4,EX,0.9,EX,0.2,EX,4,EX,2.8,EX,0.9,EX,0.6,EX,0.6,EX,1,EX,1.5,EX,0.4,EX,0.2,EX,0.4,EX,1.3,EX,2.3,EX,0.3,EX,
837,Round,0.123,3.16,3.18,1.965,56.8,34.44,40.98,47.4,76.2,4.07,1.83,2.65,0.6,14.79,43.14,61.97,57,34.5,41,45,75,4,MED,STK,None / Very Small,15,43,62,EX,VG,0.6,EX,0.7,EX,1.5,VG,0.6,EX,6.4,EX,5.3,EX,0.5,EX,0.6,EX,0.3,EX,1.4,EX,2.4,EX,0.2,EX,0.5,EX,0.6,EX,2.8,EX,1.6,EX,0.9,EX,
838,Round,0.121,3.14,3.17,1.965,56.8,34.85,41,48.5,76.3,3.9,1.77,2.85,0.35,15.05,43.22,62.26,57,35,41,50,75,4,MED,STK,None / Very Small,15,43,62.3,EX,GD,0.8,EX,1,EX,0.4,EX,0.6,EX,4.1,EX,4.4,EX,0.5,EX,1,EX,1.3,VG,3.1,GD,1.1,EX,0.7,VG,0.9,VG,1.6,VG,1.2,EX,2.3,EX,0.5,EX,
839,Round,0.119,3.16,3.19,1.942,56.5,33.88,40.9,48.5,76.2,3.28,1.1,2.18,0.47,14.76,43.2,61.24,57,34,41,50,75,3.5,THN,STK,None / Very Small,15,43,61.2,EX,VG,0.9,EX,1.1,EX,0.3,EX,0.2,EX,4.6,EX,4.2,EX,0.9,EX,0.6,EX,0.6,EX,1.7,VG,1.9,EX,0.1,EX,0.3,EX,0.3,EX,3.1,EX,2.4,EX,0.3,EX,
840,Round,0.127,3.17,3.2,1.999,60.1,35.39,41.6,48.3,80.1,4.36,2.35,3.14,0.53,14.24,43.99,62.68,60,35.5,41.6,50,80,4.5,STK,THK,None / Very Small,14,44,62.7,VG,VG,0.9,EX,0.6,EX,1,EX,0.7,EX,3.9,EX,4,EX,1.5,VG,0.6,EX,0.9,EX,1.9,VG,2,EX,0.3,EX,0.4,EX,0.4,EX,1.3,EX,1.4,EX,0.7,EX,
841,Round,0.122,3.18,3.2,1.928,62.3,34.14,41.29,51.4,79.3,4.14,2.07,3.2,0.53,12.74,43.6,60.51,62,34,41.2,50,80,4,STK,THK,None / Very Small,12.5,43.5,60.5,VG,GD,0.7,EX,1.1,EX,3.5,GD,0.8,EX,5.4,EX,3.3,EX,0.8,EX,0.3,EX,0.9,EX,2.3,VG,3.6,VG,0.9,VG,0.3,EX,1.2,VG,3.2,EX,5.6,EX,0.9,EX,
842,Round,0.123,3.22,3.25,1.922,62,32.78,41.38,49.3,75.7,3.34,1.27,2.66,0.59,12.28,43.69,59.43,62,33,41.4,50,75,3.5,MED,STK,None / Very Small,12.5,43.5,59.4,EX,VG,0.8,EX,0.6,EX,1.1,EX,0.5,EX,5.6,EX,4.7,EX,1.5,VG,0.9,EX,1.2,EX,1.9,VG,2.1,EX,0.7,VG,0.7,VG,1.3,VG,1.2,EX,3.1,EX,0.5,EX,
